indice_sueno_salud_mental,indice_actividad_corporal,indice_habitos_saludables,indice_contexto_socioambiental,indice_carga_clinica,valor_real,valor_predicho,residuo
-0.6053,-0.8336,-1.1928,-0.1138,-0.8474,6.2288,7.25,-1.0212
0.1473,0.4881,-0.3634,0.6786,0.4271,65.1224,57.2049,7.9175
-0.4232,1.2742,0.4225,0.256,0.4271,57.7327,63.0421,-5.3093
-0.4473,0.2524,-0.2144,0.8758,0.4271,55.6554,50.7021,4.9533
0.3004,-0.8922,0.5517,-0.1854,0.4271,46.4824,44.36,2.1225
0.4474,-0.2515,-0.3483,0.3362,0.4271,46.9433,49.8411,-2.8978
-0.5823,-0.8084,-0.2899,0.0659,0.4271,33.132,31.1165,2.0155
-0.2083,-0.3201,-1.3039,0.1511,0.4271,36.5655,33.4058,3.1598
0.5319,0.6014,0.2286,0.2142,0.4271,62.2611,63.9259,-1.6648
0.2168,0.2754,0.3234,-0.8552,0.4271,47.3658,50.1816,-2.8158
0.0355,0.2241,0.3354,0.1556,0.4271,52.4617,54.7805,-2.3188
-0.4596,0.5777,-1.0988,0.3644,0.4271,38.3117,43.8701,-5.5584
1.2119,0.3569,0.6695,0.4583,0.4271,77.9286,73.5514,4.3772
1.1697,1.1017,-0.7172,1.0929,0.4271,76.5967,75.2172,1.3796
0.9315,0.4036,0.2771,0.0048,0.4271,59.6261,64.9017,-5.2757
1.0014,1.5509,0.5745,0.2848,0.4271,75.0172,82.7858,-7.7686
-1.4595,-1.0458,0.0602,-0.4904,-2.3842,-14.6536,-15.5226,0.869
-0.5243,-0.1416,-0.259,-0.8846,0.4271,39.2723,32.8676,6.4047
0.921,0.8409,-0.2979,-0.3697,0.4271,59.8095,62.6796,-2.8702
-0.1706,-0.404,0.3285,0.1413,0.4271,38.6291,45.3563,-6.7272
0.5305,0.4773,0.2043,0.4391,0.4271,70.8227,63.8929,6.9298
-0.1632,0.9525,-0.7137,0.2156,0.4271,53.1048,53.1882,-0.0834
1.0977,0.5162,0.8713,0.2657,0.4271,72.2697,74.3345,-2.0648
1.5431,1.1919,0.1127,1.0903,0.4271,71.5998,86.5995,-14.9996
1.4243,2.0383,0.5543,0.9783,0.4271,96.8463,97.4636,-0.6173
0.37,0.8239,0.3862,0.2609,0.4271,64.0051,66.2315,-2.2264
0.3116,0.2446,0.2595,-0.5321,0.4271,54.7918,52.6049,2.1869
-0.0431,0.4573,-0.3481,0.181,0.4271,54.3519,51.478,2.8739
1.1323,0.5664,-0.0296,0.152,0.4271,68.588,67.5469,1.041
-0.3362,0.2529,0.2619,0.066,0.4271,42.379,49.9341,-7.5551
-0.0687,0.7774,-0.186,0.5809,0.4271,71.1894,58.8307,12.3586
0.0326,-0.098,-0.4394,-0.549,0.4271,37.1545,40.2695,-3.115
0.7151,1.146,0.4791,0.2924,0.4271,69.9186,74.4853,-4.5667
-0.4572,0.8601,0.6686,-0.3769,0.4271,50.4845,55.515,-5.0305
0.747,0.8344,0.6761,-0.2418,0.4271,69.2047,69.1246,0.0801
0.8315,0.2432,0.1514,0.1462,-2.3842,34.2848,28.6431,5.6417
-0.7372,-0.6275,-1.3634,-0.5158,-2.3842,-15.0746,-14.211,-0.8636
-1.3326,-0.1377,-0.0777,-1.1095,0.4271,17.0773,24.0816,-7.0043
0.1998,0.5942,-0.3527,-0.0778,-0.8474,47.248,38.6447,8.6033
0.1684,0.4144,0.2798,-0.0548,0.4271,61.4901,56.4549,5.0352
-0.7446,0.1227,0.2478,-1.1002,-0.8474,26.5878,20.7378,5.85
-0.1114,0.3636,-0.0679,-0.6142,0.4271,46.2281,46.3226,-0.0945
-0.9432,-0.2814,0.0395,-0.2585,0.4271,31.544,33.4556,-1.9116
-0.9793,-0.1162,-0.642,0.3439,0.4271,36.6478,33.8699,2.7779
-1.7831,-1.672,-1.9132,0.1162,-2.3842,-28.7478,-36.9979,8.2501
-1.6808,-0.5752,-0.2928,0.4786,-2.3842,-17.8505,-8.5829,-9.2676
0.2447,2.0011,-0.402,1.0846,0.4271,72.7709,77.7883,-5.0174
-0.8493,0.8403,-0.7632,-0.8673,0.4271,40.2767,36.6679,3.6088
0.0149,0.0309,-0.2063,0.1083,0.4271,50.6434,47.8904,2.753
-0.6613,-0.1153,0.5029,0.389,0.4271,48.6527,46.4096,2.2431
1.3711,0.7213,0.4247,0.2958,0.4271,85.6164,76.3424,9.274
0.9355,1.2369,-0.2648,-0.1757,0.4271,69.3738,68.8907,0.4831
-0.4275,-0.3992,-1.4759,0.089,-0.8474,13.64,13.2721,0.3679
1.2618,1.2657,-0.7538,0.8579,0.4271,79.0979,76.1332,2.9647
-1.7771,0.4612,0.2498,-0.026,0.4271,38.4642,36.105,2.3592
-0.1275,-0.2783,0.4062,-0.457,0.4271,47.9327,43.6712,4.2616
-0.4956,0.471,-0.13,-0.0359,0.4271,51.8375,46.9547,4.8827
-1.3973,-0.4081,0.4341,-0.0485,-0.8474,12.3978,16.5193,-4.1214
-0.2323,-0.7764,-0.3788,0.3338,-0.8474,17.0698,21.2628,-4.193
-0.0602,0.0282,-0.3379,0.1869,0.4271,37.4644,46.5887,-9.1243
-0.044,-0.3433,0.1371,-0.1462,0.4271,48.7275,43.925,4.8025
0.2811,-1.0115,0.317,0.1051,0.4271,39.035,43.0241,-3.9891
-0.3092,0.7947,0.3273,-0.2283,0.4271,64.1058,54.7722,9.3337
-1.4936,-1.137,-0.2634,-0.1679,-0.8474,-5.6703,1.0951,-6.7654
-0.3348,-0.1502,0.1442,0.53,0.4271,47.877,47.7362,0.1407
-0.0888,-1.0748,0.4365,0.2785,-0.8474,20.815,25.3331,-4.5181
-0.7284,-0.3879,0.5999,-0.0212,0.4271,45.1108,40.5196,4.5912
-1.0834,-0.2622,-0.8983,0.3064,0.4271,35.6838,28.8814,6.8023
-0.0691,0.0083,-0.3453,-0.8949,0.4271,48.9525,38.6943,10.2582
-0.48,-0.5721,0.2737,0.3227,0.4271,37.5727,40.9912,-3.4185
0.3993,-0.5536,1.0534,0.6969,0.4271,56.8419,59.22,-2.3781
1.0448,0.4018,1.0539,0.3885,0.4271,80.9342,74.7394,6.1949
0.5928,-0.5583,0.8485,-0.4425,0.4271,51.3118,51.7438,-0.432
-0.9329,-0.9119,0.2623,-1.0274,-2.3842,-5.2169,-10.5532,5.3362
-0.2796,-0.4219,-1.3849,0.6079,0.4271,39.285,34.0494,5.2357
-1.0,-1.1834,0.6304,0.2966,-2.3842,-5.2163,-2.2905,-2.9258
-1.3427,0.075,0.4188,-0.6936,0.4271,26.3547,33.0764,-6.7217
0.306,-0.7552,-0.1759,1.2226,-2.3842,21.1853,16.7498,4.4356
-0.2755,-0.6297,-0.196,0.1589,-0.8474,18.713,22.6413,-3.9284
0.0333,-0.6059,0.0052,0.0381,0.4271,31.7028,42.0673,-10.3645
-0.8167,-0.1979,-0.1055,0.4432,0.4271,38.7743,39.5124,-0.7382
-1.0428,-0.2016,-0.4828,-0.0847,0.4271,31.8975,30.4759,1.4216
0.3579,0.7423,-0.0399,0.0052,0.4271,61.3527,60.1294,1.2233
-1.2229,-0.3422,0.3706,-0.6724,0.4271,23.9435,29.4458,-5.5023
0.0221,0.1371,0.3423,-0.0067,0.4271,45.0592,52.5836,-7.5244
-0.3935,0.0994,0.0407,0.7704,0.4271,49.3919,50.7877,-1.3958
-0.5662,0.5591,0.3077,-0.1791,0.4271,49.0718,49.5616,-0.4898
-0.0585,-0.6319,0.2347,-0.4913,0.4271,42.8866,38.8757,4.0109
-0.4201,0.4928,-0.0502,0.3789,0.4271,56.3142,51.5061,4.8081
-0.2492,0.3912,0.2758,-0.0071,0.4271,47.3437,52.0194,-4.6756
-0.5825,0.0809,0.0484,-0.2869,0.4271,44.115,41.2649,2.8501
-0.0625,0.8425,-0.2559,-0.7451,0.4271,52.5555,49.8741,2.6813
-1.0868,-0.2605,-0.0092,-0.3,0.4271,34.2967,31.4897,2.807
-0.3286,-1.2452,0.0587,-0.8904,-0.8474,9.3466,9.8176,-0.471
-0.032,-0.7134,0.1645,0.2117,-0.8474,29.4146,27.4483,1.9664
-0.33,0.3306,-0.3771,0.3595,0.4271,47.6798,47.9981,-0.3183
-0.3897,-0.0985,-0.3637,-0.4183,0.4271,31.8982,37.2303,-5.3321
-0.4103,-0.89,-0.1907,0.4703,-2.3842,11.3827,2.2172,9.1655
-0.2545,0.2097,-0.0661,-0.1185,0.4271,49.9724,46.5165,3.4559
-0.642,-0.4541,-0.2764,-0.3401,-2.3842,-0.6255,-1.6549,1.0294
0.0239,0.2583,0.2537,-0.1612,-0.8474,38.7705,37.0694,1.7012
-0.5216,0.4767,-0.0335,1.1986,0.4271,55.8724,56.0633,-0.1909
-0.0732,-0.27,-0.0498,-0.2291,-0.8474,21.9044,27.2802,-5.3758
0.3046,-0.3187,0.0032,-0.0501,0.4271,52.8937,47.5745,5.3191
0.6294,0.1465,0.1815,0.1031,0.4271,54.7766,58.7228,-3.9462
0.7437,0.578,-0.6139,0.5118,0.4271,57.5885,61.5201,-3.9317
-0.4402,-0.117,-1.0713,-0.3037,0.4271,38.4718,31.833,6.6388
0.6462,0.4079,0.2699,-0.5045,0.4271,63.0052,58.2974,4.7077
0.2656,-0.0449,0.7063,0.7194,0.4271,72.2955,60.9934,11.302
-0.608,-0.5036,-0.2766,0.1526,0.4271,39.6197,34.9748,4.645
0.1445,-0.4318,1.0429,0.0819,0.4271,58.803,53.5033,5.2997
-0.4407,-1.0122,0.1204,-0.1079,0.4271,28.2162,32.2908,-4.0746
-0.4462,0.0266,-0.6588,0.0202,0.4271,32.7864,38.8089,-6.0226
1.9283,0.9011,0.2537,0.9179,0.4271,79.0489,87.3428,-8.2939
-1.0171,-0.969,-0.8015,-0.5554,-0.8474,-2.48,1.2573,-3.7373
0.9968,0.5849,0.1153,-0.2499,0.4271,66.2144,64.6252,1.5891
-0.7303,-0.083,-0.5092,-0.5849,0.4271,33.5124,31.4776,2.0348
-0.4808,-0.0344,-0.7474,-0.1824,0.4271,30.2699,35.6619,-5.392
0.6541,0.1881,-0.0679,0.7626,0.4271,60.5353,62.1188,-1.5836
-0.7727,0.2616,0.422,0.3178,0.4271,52.1182,48.3363,3.7819
-1.6479,-1.5055,-0.3622,-0.1798,-2.3842,-19.0775,-23.8016,4.7242
-0.6157,0.2184,-0.1155,0.3855,0.4271,52.0326,45.8674,6.1651
0.1752,-0.9542,-0.5499,0.0676,-0.8474,18.6585,20.4637,-1.8051
0.8741,0.4399,0.6498,-0.1452,0.4271,71.6514,66.5196,5.1318
-1.5149,-1.2989,-0.7504,-1.0591,-2.3842,-28.2052,-29.1531,0.948
-1.3835,-0.9576,0.0537,-0.4524,-2.3842,-12.7889,-13.5038,0.7149
0.1846,-0.2312,0.0308,-0.5838,-2.3842,8.1025,10.3755,-2.273
-0.4742,0.2097,0.08,0.1404,0.4271,50.2974,47.0871,3.2103
0.6431,-0.3238,-0.449,-0.1632,-1.1097,26.2187,28.621,-2.4022
-0.2196,0.0424,-0.4105,0.0618,0.4271,49.3069,43.6135,5.6934
-0.8342,-0.5617,0.7615,0.2447,-0.8474,15.7228,25.3834,-9.6606
-1.7553,-1.8033,-0.9652,-0.4407,-0.8474,-17.5427,-16.4955,-1.0472
0.0904,0.2609,-0.2959,-0.4444,0.4271,45.4763,46.7548,-1.2785
0.7965,1.0356,0.3827,0.0078,0.4271,72.9877,71.3956,1.5921
-0.9189,-1.1766,-1.0143,0.2388,-0.8474,2.2292,3.8587,-1.6295
0.572,0.1099,0.3977,0.2875,0.4271,46.5401,60.6392,-14.0991
0.3246,0.3874,0.8935,-0.5428,0.4271,59.0888,59.1538,-0.0649
-1.1682,-0.7015,-0.3503,-0.2007,-2.3842,-6.2741,-9.6757,3.4016
0.4879,-0.467,0.1325,-0.2447,0.4271,48.0324,47.5127,0.5197
-1.6581,-0.1991,-0.2688,-0.0386,-0.8474,6.3598,10.7374,-4.3776
0.0343,-0.0164,-0.3577,0.2613,0.4271,47.3815,47.4655,-0.0839
-0.7112,-0.2079,-0.7855,0.2925,0.4271,32.9559,34.2505,-1.2946
0.1792,-0.3247,0.913,-0.1364,0.4271,61.9577,52.5623,9.3954
0.7176,0.5698,-0.3598,0.047,0.4271,60.2295,59.8718,0.3577
0.7187,-0.3742,-0.8004,0.3145,0.4271,31.1018,47.7388,-16.637
-1.4449,-0.4094,-0.8371,-0.5027,-0.8474,8.3756,3.0577,5.3179
-0.5554,-0.8204,-0.6362,0.1892,-0.8474,16.0051,14.3217,1.6834
-0.3996,0.2441,-0.1898,-0.2692,0.4271,34.0307,43.3504,-9.3197
1.1733,0.3573,-0.2508,0.2954,0.4271,65.1627,64.9297,0.233
-0.4122,-0.7516,-0.0443,-1.0116,0.4271,27.6054,27.9783,-0.373
-0.1224,-0.7266,0.528,0.0058,0.4271,37.1599,42.8394,-5.6795
-1.5134,-0.5929,-0.4895,-0.7696,-1.1097,-13.331,-2.0364,-11.2947
0.105,0.1342,-0.7398,-0.5208,0.4271,41.1132,41.5402,-0.427
0.9953,1.4109,0.1884,0.0449,0.4271,72.9811,76.508,-3.5269
-0.1076,-0.5406,-0.3838,-1.2207,-2.3842,-8.97,-3.8506,-5.1194
-0.8644,0.469,-0.4506,-0.1517,-0.8474,16.4097,24.5691,-8.1595
-0.9489,-0.3999,-0.7246,-1.0841,-2.3842,-19.7389,-12.9544,-6.7845
0.1762,0.8641,-0.1322,-0.4609,0.4271,59.4451,55.6016,3.8435
1.0961,0.5159,-0.0863,-0.6704,0.4271,62.124,60.439,1.6849
1.2148,1.0746,0.4498,0.8648,0.4271,82.9405,82.7888,0.1517
1.1194,-0.322,0.0967,0.2375,0.4271,54.6015,58.9852,-4.3837
0.4349,0.6562,0.2328,0.0748,0.4271,56.6399,62.5679,-5.928
0.2953,-0.2041,0.0697,0.1429,0.4271,53.209,50.6161,2.5929
-0.7707,0.673,-0.5195,0.1149,0.4271,37.0251,44.3306,-7.3055
-0.6606,1.2067,-1.5309,0.5203,0.4271,54.6867,46.5477,8.1391
-0.2495,-0.5559,0.3797,-0.3514,0.4271,50.8429,39.7735,11.0694
0.2279,0.2073,-0.1024,-0.9937,0.4271,50.0005,45.2957,4.7048
-0.7197,-0.8417,0.3452,0.1233,0.4271,32.8749,34.555,-1.6801
-0.5815,-1.017,-0.331,-0.3733,0.4271,25.9518,25.4106,0.5412
0.2687,-0.1083,-0.6546,0.1351,-0.8474,34.9065,30.6406,4.2659
-0.7221,0.0661,0.3646,0.0757,0.4271,46.1581,44.5571,1.601
-0.0676,0.9324,0.6475,0.342,0.4271,61.8503,65.337,-3.4866
0.1645,0.2116,0.577,0.0608,0.4271,51.6499,57.2209,-5.5709
0.9872,0.3946,0.2605,-0.9156,0.4271,56.52,58.8714,-2.3514
-0.0371,0.1142,-0.1016,0.5048,0.4271,58.1443,51.832,6.3122
-0.1962,-0.6462,0.6824,-0.5087,-0.8474,28.0823,25.4226,2.6597
-0.8948,-0.8721,0.077,0.0085,0.4271,26.132,29.4766,-3.3446
0.0203,0.9776,0.0316,0.4104,0.4271,67.0206,62.5251,4.4954
0.6179,0.2501,-0.2573,-0.0774,0.4271,59.4512,55.1327,4.3185
-0.5429,-0.1007,-0.1636,-0.3413,0.4271,42.5873,37.6385,4.9488
0.2779,0.4014,-0.3021,-0.1395,0.4271,56.0383,52.4148,3.6234
-0.3249,-0.0264,0.617,-0.4192,0.4271,48.2952,46.2733,2.0219
-0.8346,-0.8846,0.5458,-0.1898,-2.3842,-4.9518,-1.1909,-3.7609
1.0521,0.9996,0.043,0.3428,0.4271,71.3262,73.4442,-2.118
0.0584,-0.4441,-0.373,-0.1385,0.4271,45.7329,40.0168,5.7161
1.0437,0.5951,-0.0388,0.3174,0.4271,72.2061,67.9999,4.2062
0.1092,-0.3028,-0.4246,-0.0339,-0.8474,24.4544,27.3407,-2.8863
0.6286,-0.3104,-0.2268,0.0526,0.4271,51.1174,50.0828,1.0346
-0.5444,0.903,-0.8027,-0.8475,0.4271,42.9328,40.4731,2.4598
-0.272,-0.7144,-0.1274,0.1494,0.4271,34.6867,37.3298,-2.6432
-0.5565,-0.8608,-0.4752,-0.4833,-2.3842,-6.8574,-7.8381,0.9806
-0.5392,-0.7543,0.3732,0.3732,0.4271,30.251,39.4256,-9.1747
0.3033,-0.3663,0.5208,-0.3432,0.4271,49.45,48.9703,0.4797
0.6267,1.0869,0.8272,0.2162,0.4271,75.0436,75.0211,0.0225
-0.5989,0.5169,0.3275,0.2245,0.4271,55.3524,51.6935,3.6588
0.5679,-1.0232,-0.4252,-0.5387,0.4271,36.3161,35.7816,0.5344
-0.5616,-1.4049,0.0247,-0.3446,-2.3842,-4.4802,-9.2011,4.7209
-1.5127,-0.2831,0.5617,0.0394,0.4271,39.3423,33.423,5.9193
-0.3131,-0.9459,0.318,0.0917,0.4271,36.9541,37.3108,-0.3568
0.5412,-0.4239,0.7228,0.4553,0.4271,63.7101,57.9754,5.7347
0.3753,-0.428,0.0316,-0.0674,-2.3842,8.2721,13.8015,-5.5295
-1.4058,0.1889,0.4742,-0.4432,0.4271,26.5542,35.8481,-9.294
0.8236,0.82,0.2572,0.1127,0.4271,61.7844,69.025,-7.2406
-0.1043,-1.2551,-0.1692,-0.2068,-0.8474,15.0408,15.1063,-0.0656
-0.4846,-0.6035,0.5737,0.0931,-1.1097,14.1589,23.0442,-8.8853
0.6475,-0.1491,-0.4286,-0.5098,0.4271,59.5158,46.638,12.8778
-0.1418,0.5593,-0.2971,0.2863,0.4271,45.4405,52.6931,-7.2526
-0.4871,0.5146,-0.4548,-1.2219,0.4271,41.8067,36.7942,5.0124
1.3633,1.2577,-0.8263,1.0956,0.4271,73.4857,78.2254,-4.7397
0.3487,-0.2831,-0.785,-0.7232,0.4271,33.5363,37.7042,-4.1679
0.482,0.4078,0.2673,0.0638,0.4271,67.8916,60.4675,7.4241
0.745,0.3719,0.6893,-0.2898,0.4271,63.9607,63.6701,0.2906
0.8599,1.1339,0.127,0.6668,0.4271,74.2979,75.7942,-1.4963
-0.0648,0.4215,-0.7886,-0.4983,0.4271,41.2788,42.7329,-1.4541
-1.6468,-0.5763,0.1296,0.0482,0.4271,26.1126,25.4251,0.6875
0.9461,0.5214,0.4874,0.0064,0.4271,68.6209,68.0116,0.6093
0.2897,0.6447,-0.0638,0.1044,0.4271,62.8412,58.8063,4.0349
-0.4383,-0.4296,-0.1199,0.3968,-0.8474,21.5753,25.386,-3.8107
-1.6252,-0.9268,-1.1636,0.0706,0.4271,10.0511,11.9227,-1.8716
-1.5745,-0.5404,-0.0859,-0.1446,0.4271,13.6202,23.6064,-9.9862
-0.2363,0.2301,0.6765,-0.3227,0.4271,58.7825,51.2356,7.5469
-0.7353,-0.4599,-2.0391,0.015,-0.8474,-0.1704,4.4443,-4.6148
1.733,1.6593,0.6647,0.7336,0.4271,95.035,95.657,-0.622
-1.7094,-1.6075,-0.5857,-0.4768,0.4271,-2.7407,4.0065,-6.7472
-0.3976,-0.0052,0.3135,-0.006,0.4271,51.4575,46.2698,5.1877
-0.4635,0.0313,0.005,0.0921,0.4271,51.8775,44.2829,7.5945
-1.0212,-1.1689,-0.1258,-0.934,-2.3842,-18.14,-16.7258,-1.4143
1.1192,0.4827,0.2243,0.0875,0.4271,65.4665,67.9703,-2.5038
-0.3232,0.0163,0.5973,-0.3169,0.4271,49.9522,47.3318,2.6205
1.4788,1.2265,0.4683,-0.0576,0.4271,84.3001,81.0571,3.243
-1.2383,-1.2447,-0.3311,-1.0339,-2.3842,-27.8215,-22.1788,-5.6427
-0.4492,-0.7179,0.5166,-0.1829,0.4271,36.7671,38.0361,-1.269
0.6395,0.5707,0.8559,-0.4561,0.4271,64.6674,64.9018,-0.2345
0.6036,0.1007,-0.5368,0.2132,0.4271,51.1364,53.1695,-2.0331
0.66,0.1956,-0.0464,0.0902,0.4271,66.9306,57.7581,9.1725
0.664,0.1425,0.1833,-0.1784,0.4271,52.7924,57.1057,-4.3133
-0.4447,0.0926,0.6295,0.2671,0.4271,53.4261,51.1943,2.2318
-0.0873,0.8656,0.2988,-0.1064,0.4271,54.5566,58.5747,-4.0181
-0.183,0.3803,0.4519,0.4013,0.4271,56.1392,56.8001,-0.6609
-0.1652,-0.7901,0.5209,0.3918,0.4271,47.8916,44.2942,3.5975
1.3912,0.8169,0.4353,0.5369,0.4271,77.9439,79.3894,-1.4456
-0.2113,0.1824,0.9175,-0.0089,0.4271,61.5538,55.0009,6.5529
0.545,0.0743,0.279,0.4373,0.4271,58.3129,60.0785,-1.7656
-0.7451,-0.6175,-0.5964,0.0058,-2.3842,-8.3849,-4.6557,-3.7292
0.1925,1.2807,0.7605,0.1925,0.4271,69.1072,71.8712,-2.764
1.1694,0.2381,0.5837,-0.0659,0.4271,72.2706,67.4571,4.8135
1.0666,0.7235,-0.1499,0.7393,0.4271,73.1321,71.7664,1.3657
0.2219,-0.3688,-0.383,-0.6342,0.4271,29.8303,39.0937,-9.2633
-0.4157,-1.3389,0.5687,-0.0445,-2.3842,-6.2781,-0.6259,-5.6522
-0.9041,0.1213,0.4475,-0.2448,0.4271,37.2763,41.6372,-4.3609
-1.5112,-1.534,0.2479,-0.1471,-2.3842,-17.3675,-17.7374,0.3699
0.04,-0.3415,-0.2558,0.8098,-2.3842,19.6047,15.0671,4.5376
0.2968,-1.1093,0.5842,-0.3812,0.4271,36.4658,40.7688,-4.303
1.1355,0.9253,0.0995,0.088,0.4271,71.1499,72.1649,-1.015
0.9212,0.5817,-0.2962,0.8965,0.4271,61.4425,68.5817,-7.1393
-0.7644,-0.9892,-0.3257,-0.2551,-0.8474,10.5331,9.4848,1.0483
0.4811,-0.6605,-0.5913,0.1895,0.4271,36.2265,42.7128,-6.4864
0.4405,-0.2268,0.1442,0.1094,0.4271,53.8668,52.2562,1.6107
-1.655,-0.5852,0.2366,0.2561,0.4271,31.9871,27.5065,4.4806
-0.8562,-0.901,-0.3553,-0.4659,-2.3842,-18.8738,-10.4573,-8.4165
0.9325,1.094,-1.3839,0.2038,0.4271,67.1232,61.281,5.8422
-1.3956,0.2227,0.145,-0.9331,0.4271,26.319,30.399,-4.0799
0.0974,-0.8782,0.4101,0.27,-0.8474,29.2611,29.2771,-0.016
1.1173,1.0142,0.8753,0.3497,0.4271,79.6989,80.7576,-1.0587
0.8536,1.0537,0.6633,0.3972,0.4271,79.1815,77.0764,2.1051
-1.3163,0.8052,0.246,-0.9519,0.4271,35.8952,38.4456,-2.5505
0.4117,0.5812,0.7231,0.1881,0.4271,70.7651,66.0348,4.7303
-1.4391,-0.3079,-0.4746,0.0208,0.4271,32.9604,25.8309,7.1296
0.1439,0.1587,-0.0954,-0.0144,0.4271,55.9825,50.7106,5.2719
-0.2005,-1.0422,0.3207,-0.6502,0.4271,40.0619,32.2989,7.763
-0.072,0.2186,0.0971,0.1242,0.4271,54.8353,51.5148,3.3205
-0.695,-0.2732,-1.4096,-0.235,-2.3842,-0.2673,-8.1785,7.9112
0.5251,0.1851,0.0809,-0.0591,0.4271,70.8816,56.1362,14.7453
-0.2084,-0.4114,0.0738,0.1873,0.4271,40.5013,43.2292,-2.728
-0.295,-1.3772,0.2929,0.1611,-0.8474,8.3843,17.8031,-9.4188
0.1419,0.1296,0.6467,0.44,0.4271,70.6779,59.2299,11.4479
0.3287,-0.9258,-0.0639,0.499,0.4271,50.3838,44.3068,6.077
-0.6053,-0.1725,0.4523,0.2113,0.4271,41.8782,44.7416,-2.8634
-0.66,0.4099,-0.6849,0.3005,0.4271,41.4791,42.5754,-1.0964
-1.5423,-0.4238,-0.2353,-0.1082,-0.8474,7.8366,9.2241,-1.3875
0.9496,0.1592,-0.7302,0.7955,0.4271,47.7686,60.0935,-12.325
-1.4527,0.2179,-0.9647,-0.1543,0.4271,19.0089,26.6101,-7.6012
-0.5967,0.722,-1.4877,-0.0131,0.4271,36.1593,38.4067,-2.2475
-0.8259,-1.2257,-1.1224,0.1148,0.4271,15.0278,17.75,-2.7221
0.9632,0.7,0.0054,0.3392,0.4271,65.1181,68.8089,-3.6908
0.4598,0.0059,-0.2198,0.2844,0.4271,55.9111,53.4968,2.4142
0.6574,0.5327,0.2565,0.209,0.4271,64.6884,64.6777,0.0107
-1.4542,-1.0369,0.4717,-0.6767,0.4271,20.061,19.9034,0.1576
-0.5594,-0.5137,-0.4933,0.2382,0.4271,35.2065,34.3093,0.8973
-0.5088,-0.9312,-1.2973,0.1986,0.4271,27.6643,23.6953,3.969
-0.4982,0.328,-0.8891,0.1851,0.4271,45.2411,41.0156,4.2255
1.6821,0.3696,0.5677,0.7716,0.4271,80.9464,80.1273,0.8192
0.3079,-0.621,0.9002,0.2035,-2.3842,18.3606,19.4752,-1.1146
-1.1915,-0.6222,0.1067,-0.1726,-2.3842,3.4476,-5.3224,8.77
-0.9846,-0.0121,-0.5536,-0.5436,0.4271,24.0448,29.4955,-5.4507
0.4825,-0.0248,-0.0569,-0.1312,0.4271,42.6316,51.7588,-9.1273
-0.8403,-0.2901,1.0835,-0.2883,0.4271,44.5734,42.2849,2.2885
-0.7982,-0.5898,0.054,0.2212,0.4271,35.8204,34.9875,0.8329
-0.6088,-0.9174,-1.0898,0.1362,0.4271,28.9183,23.9424,4.9758
-0.6323,0.154,0.476,-0.0594,0.4271,50.6559,46.4259,4.2299
1.2388,0.676,0.2289,-0.0011,0.4271,73.0857,70.8458,2.2399
0.333,0.006,-0.0563,0.4544,0.4271,65.0079,54.5777,10.4302
-0.2451,-0.0614,0.6038,0.4674,0.4271,40.835,52.7966,-11.9616
-0.0656,-0.2061,-1.6009,0.1557,0.4271,32.8882,33.9635,-1.0753
0.8357,0.8103,0.4772,0.9462,0.4271,77.6984,76.5307,1.1677
-0.8806,-1.0739,0.1375,0.0925,0.4271,25.3514,28.4082,-3.0568
-1.2251,-1.2471,0.2719,0.3302,-2.3842,-12.8649,-7.9429,-4.9219
-0.432,-0.8701,0.0119,-0.43,0.4271,31.0236,30.9078,0.1158
0.2047,0.9782,-1.7224,-0.62,0.4271,58.4392,43.8491,14.5902
0.8376,0.1522,0.5582,-0.2329,-2.3842,26.0632,28.1794,-2.1162
-0.3858,0.0818,-0.2207,-0.3964,0.4271,36.6089,40.5507,-3.9418
0.3064,-0.758,-0.4642,0.0548,0.4271,33.3775,39.7867,-6.4092
-0.7356,-0.5573,0.1361,-0.3938,0.4271,31.8141,32.3798,-0.5657
-0.5859,-0.0205,-1.2394,0.183,0.4271,34.5326,33.4471,1.0855
-0.5557,0.6259,0.055,-0.3855,0.4271,47.3433,47.0464,0.2969
1.2911,0.3737,0.1586,0.7716,0.4271,67.427,72.8363,-5.4093
-0.1811,0.339,0.6014,0.521,0.4271,65.3527,58.3385,7.0142
0.9808,1.5493,0.5887,0.2545,0.4271,82.3258,82.4455,-0.1197
0.4157,0.5118,0.2304,-0.1235,0.4271,60.5888,59.3413,1.2475
0.2568,-0.2121,0.5224,-0.4207,0.4271,41.3204,49.6791,-8.3587
-1.4904,-1.5865,-0.9641,-0.6175,-2.3842,-29.9948,-30.6988,0.7039
-0.4005,0.9989,0.1707,-0.3732,0.4271,57.9451,53.8783,4.0668
0.5247,0.8663,0.9479,0.9997,0.4271,72.9917,77.8227,-4.831
-0.2024,0.0139,-0.6336,0.0246,0.4271,46.6747,41.5025,5.1722
0.5208,0.2679,0.56,-0.1218,0.4271,63.3959,60.2724,3.1235
0.4545,0.0293,0.5515,-0.1302,0.4271,66.4809,56.755,9.7259
-1.5536,-1.2587,-0.9839,-1.0006,-2.3842,-29.3769,-30.5048,1.1279
-1.117,-0.3296,-0.2119,-0.013,0.4271,14.6411,30.8243,-16.1832
-0.2021,-1.1155,-0.4775,0.0814,0.4271,30.1143,30.4018,-0.2875
